id,value
id_177,36.51303254455016
id_178,11.546236374839818
id_179,30.29840022113365
id_180,16.85227595439698
id_181,11.39507209671215
id_182,55.44317924871764
id_183,45.55015612750776
id_184,17.423745621815915
id_185,35.69638995085189
id_186,26.745521460692796
id_187,69.61972436523762
id_188,9.955625137256149
id_189,55.9525339077853
id_190,37.81520653466817
id_191,16.36233507965293
id_192,29.962381278001736
id_193,0.6628118196998195
id_194,19.436773953783657
id_195,0.6866201673800041
id_196,34.4216364965773
id_197,10.441798574784187
id_198,18.31615964958496
id_199,61.654921766148135
id_200,23.953028503675746
id_201,22.33806177317381
id_202,64.57879208738535
id_203,10.378398187411321
id_204,9.303764983566868
id_205,11.629175044369036
id_206,8.854140531286895
id_207,2.468978064610506
id_208,122.55501266853094
id_209,19.31900751316659
id_210,15.440633723985485
id_211,14.47892305327727
id_212,36.12370925721752
id_213,35.92131567160203
id_214,19.962797364444704
id_215,33.90119417160601
id_216,76.48866277786469
id_217,0.7846246959745385
id_218,13.336473174890282
id_219,33.20392486804958
id_220,16.119240838691
id_221,11.908476921429251
id_222,114.06330019634363
id_223,12.50084312418377
id_224,16.522082945917788
id_225,60.51694398765428
id_226,16.493604244077076
id_227,20.038109224376
id_228,9.476545540052303
id_229,3.527059169943101
id_230,44.47319814873095
id_231,13.934958354587046
id_232,52.05074335046912
id_233,42.308546922443654
id_234,23.140216258653982
id_235,41.98395228545496
id_236,67.97282403162961
id_237,39.420748793449995
id_238,13.96675547599702
id_239,15.974372459270347
